clientid,name,Publisher taxonomyid,Publisher taxonomytext,globaltaxonomyid,Global taxonomytext,dist,,total:,673,,accurate:,423,,near:,123,,far:,127
303,OfficeDepot,3130644,Technology|Computer & Tablet Accessories|Accessories for iPad|Accessories for iPad,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130199,Technology|Computer & Tablet Accessories|Tablet Accessories,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130201,Technology|Computer & Tablet Accessories|Tablet Accessories|Stylus Pens,151266,Electronics|Computers|Computer Accessories|Stylus Pens,,,,,,,,,,,,,
303,OfficeDepot,3129664,Technology|Phones & Accessories|PDA Accessories|PDA Stylus & Keyboards,151266,Electronics|Computers|Computer Accessories|Stylus Pens,,,,,,,,,,,,,
303,OfficeDepot,3128728,Office Supplies|Promotional Products|Technology|Mouse Pads,151264,Electronics|Computers|Computer Accessories|Mouse Pads,,,,,,,,,,,,,
303,OfficeDepot,3129846,Private Brand|Computer & Tablet Accessories|Computer Accessories|Mouse Pads & Wristrests,151264,Electronics|Computers|Computer Accessories|Mouse Pads,,,,,,,,,,,,,
303,OfficeDepot,3129966,Technology|Computer & Tablet Accessories|Computer Accessories|Mouse Pads & Wristrests,151264,Electronics|Computers|Computer Accessories|Mouse Pads,,,,,,,,,,,,,
303,OfficeDepot,3129975,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Docking Stations,151263,Electronics|Computers|Computer Accessories|Laptop Accessories|Laptop Docking Stations,,,,,,,,,,,,,
303,OfficeDepot,3129970,Technology|Computer & Tablet Accessories|Laptop Accessories,151262,Electronics|Computers|Computer Accessories|Laptop Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129974,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Cooling Devices,151262,Electronics|Computers|Computer Accessories|Laptop Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130852,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Lights,151262,Electronics|Computers|Computer Accessories|Laptop Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129972,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Stands & Lap Desks,151262,Electronics|Computers|Computer Accessories|Laptop Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129971,Technology|Computer & Tablet Accessories|Laptop Accessories|Security Cable Locks,151262,Electronics|Computers|Computer Accessories|Laptop Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130115,Technology|Phones & Accessories|PDA Accessories|PDA Cases,151261,Electronics|Computers|Computer Accessories|Handheld Device Accessories|PDA Accessories|PDA Cases,,,,,,,,,,,,,
303,OfficeDepot,3130114,Technology|Phones & Accessories|PDA Accessories,151260,Electronics|Computers|Computer Accessories|Handheld Device Accessories|PDA Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130759,Technology|Computer & Tablet Accessories|Computer Accessories|CPU Stands,151256,Electronics|Computers|Computer Accessories|Computer Risers,far,,,,,,,,,,,,
303,OfficeDepot,3128727,Office Supplies|Promotional Products|Technology|Computer Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129841,Private Brand|Computer & Tablet Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129842,Private Brand|Computer & Tablet Accessories|Computer Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129843,Private Brand|Computer & Tablet Accessories|Computer Accessories|Backrests & Footrests,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129844,Private Brand|Computer & Tablet Accessories|Computer Accessories|Document & Bookholders,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129845,Private Brand|Computer & Tablet Accessories|Computer Accessories|Keyboard Managers & Drawers,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3131104,School Supplies|Tech For Students|Computer & Tablet Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131110,School Supplies|Tech For Students|Computer & Tablet Accessories|Computer Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129958,Technology|Computer & Tablet Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129982,Technology|Computer & Tablet Accessories|Cleaning Equipment & Kits|Computer Tools,151255,Electronics|Computers|Computer Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129962,Technology|Computer & Tablet Accessories|Computer Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129963,Technology|Computer & Tablet Accessories|Computer Accessories|Backrests & Footrests,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129964,Technology|Computer & Tablet Accessories|Computer Accessories|Document & Bookholders,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129965,Technology|Computer & Tablet Accessories|Computer Accessories|Keyboard Managers & Drawers,151255,Electronics|Computers|Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129959,Technology|Computer & Tablet Accessories|Computer Speakers & Headsets,151255,Electronics|Computers|Computer Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3131849,Technology|Computer & Tablet Accessories|Keyboards|Keyboard Parts & Accessories,151255,Electronics|Computers|Computer Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130646,Technology|Gaming Systems|PC Games Accessories,151255,Electronics|Computers|Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131856,Technology|Desktop Computers|Barebones Computers,151254,Electronics|Computers|Barebone Computers,,,,,,,,,,,,,
303,OfficeDepot,3131857,Technology|Desktop Computers|Barebones Computers|Barebones Computers,151254,Electronics|Computers|Barebone Computers,,,,,,,,,,,,,
303,OfficeDepot,3131112,School Supplies|Tech For Students|Computers & Tablets,151253,Electronics|Computers,,,,,,,,,,,,,
303,OfficeDepot,3131883,Technology|Servers & Thin Clients,151253,Electronics|Computers,far,,,,,,,,,,,,
303,OfficeDepot,3131888,Technology|Tablets & eReaders,151253,Electronics|Computers,far,,,,,,,,,,,,
303,OfficeDepot,3130579,Technology|Networking & Cables|Network IP Telephony|IP Voice & Video Conferencing,151239,Electronics|Communications|Video Conferencing,,,,,,,,,,,,,
303,OfficeDepot,3130595,Technology|Phones & Accessories|Conferencing|Video Conferencing,151239,Electronics|Communications|Video Conferencing,,,,,,,,,,,,,
303,OfficeDepot,3131229,Technology|Phones & Accessories|Internet Phones (VoIP)|VoIP Accessories,151237,Electronics|Communications|Telephony|Telephone Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130117,Technology|Phones & Accessories|Phone Accessories,151237,Electronics|Communications|Telephony|Telephone Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130119,Technology|Phones & Accessories|Phone Accessories|Expansion Handsets,151237,Electronics|Communications|Telephony|Telephone Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130584,Technology|Phones & Accessories|Phone Accessories|Line Conditioners,151237,Electronics|Communications|Telephony|Telephone Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130120,Technology|Phones & Accessories|Phone Accessories|Phone Amplifiers,151237,Electronics|Communications|Telephony|Telephone Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130587,Technology|Phones & Accessories|Phone Accessories|Phone Cord Detanglers,151237,Electronics|Communications|Telephony|Telephone Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130124,Technology|Phones & Accessories|Phone Accessories|Phone Stands & Shoulder Rests,151237,Electronics|Communications|Telephony|Telephone Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130125,Technology|Phones & Accessories|Phone Accessories|Replacement Headset Parts,151237,Electronics|Communications|Telephony|Telephone Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130849,Technology|Phones & Accessories|Cell Phone Accessories|Smartwatches,151235,Electronics|Communications|Telephony|Mobile Phones|Watch Phones,near,,,,,,,,,,,,
303,OfficeDepot,3131616,Technology|Wearable Technology|Smartwatches,151235,Electronics|Communications|Telephony|Mobile Phones|Watch Phones,near,,,,,,,,,,,,
303,OfficeDepot,3131617,Technology|Wearable Technology|Smartwatches|Smartwatches,151235,Electronics|Communications|Telephony|Mobile Phones|Watch Phones,near,,,,,,,,,,,,
303,OfficeDepot,3131125,Technology|Phones & Accessories|Cell Phones|Smartphones,151234,Electronics|Communications|Telephony|Mobile Phones|Smartphones,,,,,,,,,,,,,
303,OfficeDepot,3131124,Technology|Phones & Accessories|Cell Phones,151232,Electronics|Communications|Telephony|Mobile Phones,near,,,,,,,,,,,,
303,OfficeDepot,3130104,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Cases,151230,Electronics|Communications|Telephony|Mobile Phone Accessories|Mobile Phone Cases,,,,,,,,,,,,,
303,OfficeDepot,3130102,Technology|Phones & Accessories|Cell Phone Accessories,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131551,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Corded Headsets,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3130186,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Kits,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130582,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Signal Boosters,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130586,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Stands & Holders,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129887,Technology|TVs & Home Theater|Mobile Accessories,151228,Electronics|Communications|Telephony|Mobile Phone Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130112,Technology|Phones & Accessories|Multi-Line Phones|Multi-Line Cordless Phones,151227,Electronics|Communications|Telephony|Cordless Phones,,,,,,,,,,,,,
303,OfficeDepot,3130128,Technology|Phones & Accessories|Single-Line Phones|Single-Line Cordless Phones,151227,Electronics|Communications|Telephony|Cordless Phones,,,,,,,,,,,,,
303,OfficeDepot,3130111,Technology|Phones & Accessories|Multi-Line Phones|Multi-Line Corded Phones,151226,Electronics|Communications|Telephony|Corded Phones,,,,,,,,,,,,,
303,OfficeDepot,3130127,Technology|Phones & Accessories|Single-Line Phones|Single-Line Corded Phones,151226,Electronics|Communications|Telephony|Corded Phones,,,,,,,,,,,,,
303,OfficeDepot,3130107,Technology|Phones & Accessories|Conferencing,151225,Electronics|Communications|Telephony|Conference Phones,near,,,,,,,,,,,,
303,OfficeDepot,3130108,Technology|Phones & Accessories|Conferencing|Teleconferencing,151225,Electronics|Communications|Telephony|Conference Phones,near,,,,,,,,,,,,
303,OfficeDepot,3130038,Technology|Networking & Cables|Network IP Telephony,151224,Electronics|Communications|Telephony,,,,,,,,,,,,,
303,OfficeDepot,3130039,Technology|Networking & Cables|Network IP Telephony|IP Phones,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130187,Technology|Networking & Cables|Network IP Telephony|IP Servers,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130101,Technology|Phones & Accessories,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130109,Technology|Phones & Accessories|Internet Phones (VoIP),151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3131552,Technology|Phones & Accessories|Internet Phones (VoIP)|VoIP Headsets,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130593,Technology|Phones & Accessories|Internet Phones (VoIP)|VoIP Phones,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130583,Technology|Phones & Accessories|Internet Phones (VoIP)|VoIP Systems,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130110,Technology|Phones & Accessories|Multi-Line Phones,151224,Electronics|Communications|Telephony,near,,,,,,,,,,,,
303,OfficeDepot,3130113,Technology|Phones & Accessories|Multi-Line Phones|Multi-Line Multiple Handset Systems,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3130126,Technology|Phones & Accessories|Single-Line Phones,151224,Electronics|Communications|Telephony,near,,,,,,,,,,,,
303,OfficeDepot,3130129,Technology|Phones & Accessories|Single-Line Phones|Single-Line Multiple Handset Systems,151224,Electronics|Communications|Telephony,far,,,,,,,,,,,,
303,OfficeDepot,3131771,Technology|Audio|Headphones|Gaming Headsets,151220,Electronics|Communications|Headsets,,,,,,,,,,,,,
303,OfficeDepot,3129961,Technology|Computer & Tablet Accessories|Computer Speakers & Headsets|Headsets & Microphones,151220,Electronics|Communications|Headsets,,,,,,,,,,,,,
303,OfficeDepot,3130647,Technology|Gaming Systems|PC Games Accessories|PC Headsets & Glasses,151220,Electronics|Communications|Headsets,,,,,,,,,,,,,
303,OfficeDepot,3130103,Technology|Phones & Accessories|Cell Phone Accessories|Bluetooth Cell Phone Headsets,151220,Electronics|Communications|Headsets,,,,,,,,,,,,,
303,OfficeDepot,3130123,Technology|Phones & Accessories|Phone Accessories|Phone Headsets & Chargers,151220,Electronics|Communications|Headsets,,,,,,,,,,,,,
303,OfficeDepot,3130802,Technology|Car & Outdoor|Two-Way Radios,151219,Electronics|Communications|Communication Radios|Two-Way Radios,,,,,,,,,,,,,
303,OfficeDepot,3130803,Technology|Car & Outdoor|Two-Way Radios|Two-Way Radios,151219,Electronics|Communications|Communication Radios|Two-Way Radios,,,,,,,,,,,,,
303,OfficeDepot,3131261,Technology|TVs & Home Theater|Two-Way Radio Accessories,151215,Electronics|Communications|Communication Radio Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131262,Technology|TVs & Home Theater|Two-Way Radio Accessories|Two-Way Radio Accessories,151215,Electronics|Communications|Communication Radio Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130118,Technology|Phones & Accessories|Phone Accessories|Answering Machines,151212,Electronics|Communications|Answering Machines,,,,,,,,,,,,,
303,OfficeDepot,3131312,Technology|Audio|Docks & Radios|Public Address Speaker Systems,151191,Electronics|Audio|Public Address Systems,,,,,,,,,,,,,
303,OfficeDepot,3130563,Technology|TVs & Home Theater|Television & Video Accessories|Turntables,151185,Electronics|Audio|Audio Players & Recorders|Turntables,,,,,,,,,,,,,
303,OfficeDepot,3131307,Technology|Audio|Home Audio|Stereos,151183,Electronics|Audio|Audio Players & Recorders|Stereo Systems,,,,,,,,,,,,,
303,OfficeDepot,3130716,Technology|TVs & Home Theater|Satellite Radios & Accessories,151182,Electronics|Audio|Audio Players & Recorders|Radios|Satellite Radios,,,,,,,,,,,,,
303,OfficeDepot,3130718,Technology|TVs & Home Theater|Satellite Radios & Accessories|Satellite Radios,151182,Electronics|Audio|Audio Players & Recorders|Radios|Satellite Radios,,,,,,,,,,,,,
303,OfficeDepot,3131314,Technology|Audio|Docks & Radios|Clock Radios & Alarm Clocks,151180,Electronics|Audio|Audio Players & Recorders|Radios|Clock Radios,,,,,,,,,,,,,
303,OfficeDepot,3131311,Technology|Audio|Docks & Radios|MP3 Players,151177,Electronics|Audio|Audio Players & Recorders|MP3 Players,,,,,,,,,,,,,
303,OfficeDepot,3131333,Technology|TVs & Home Theater|Home Theater,151174,Electronics|Audio|Audio Players & Recorders|Home Theater Systems,,,,,,,,,,,,,
303,OfficeDepot,3131334,Technology|TVs & Home Theater|Home Theater|Home Theater,151174,Electronics|Audio|Audio Players & Recorders|Home Theater Systems,,,,,,,,,,,,,
303,OfficeDepot,3131309,Technology|Audio|Docks & Radios|Boomboxes,151171,Electronics|Audio|Audio Players & Recorders|Boomboxes,,,,,,,,,,,,,
303,OfficeDepot,3131306,Technology|Audio|Home Audio|Recorders,151168,Electronics|Audio|Audio Players & Recorders|Audio Recorders,,,,,,,,,,,,,
303,OfficeDepot,3131308,Technology|Audio|Docks & Radios,151167,Electronics|Audio|Audio Players & Recorders,far,,,,,,,,,,,,
303,OfficeDepot,3131372,Technology|TVs & Home Theater|Audio Devices,151167,Electronics|Audio|Audio Players & Recorders,,,,,,,,,,,,,
303,OfficeDepot,3131373,Technology|TVs & Home Theater|Audio Devices|Stereos & Boomboxes,151167,Electronics|Audio|Audio Players & Recorders,far,,,,,,,,,,,,
303,OfficeDepot,3129960,Technology|Computer & Tablet Accessories|Computer Speakers & Headsets|Computer Speakers,151164,Electronics|Audio|Audio Components|Speakers|Computer Speakers,,,,,,,,,,,,,
303,OfficeDepot,3131305,Technology|Audio|Home Audio|Ceiling & Wall Speakers,151163,Electronics|Audio|Audio Components|Speakers,,,,,,,,,,,,,
303,OfficeDepot,3131313,Technology|Audio|Home Audio|Home Speakers,151163,Electronics|Audio|Audio Components|Speakers,,,,,,,,,,,,,
303,OfficeDepot,3131638,Technology|Audio|Wireless & Bluetooth Speakers,151163,Electronics|Audio|Audio Components|Speakers,,,,,,,,,,,,,
303,OfficeDepot,3131639,Technology|Audio|Wireless & Bluetooth Speakers|Wireless & Bluetooth Speakers,151163,Electronics|Audio|Audio Components|Speakers,,,,,,,,,,,,,
303,OfficeDepot,3131303,Technology|Audio|Audio Accessories & Media|Microphones,151153,Electronics|Audio|Audio Components|Microphones,,,,,,,,,,,,,
303,OfficeDepot,3130664,Technology|Audio|Headphones,151152,Electronics|Audio|Audio Components|Headphones,,,,,,,,,,,,,
303,OfficeDepot,3130665,Technology|Audio|Headphones|Earbuds & In-Ear Headphones,151152,Electronics|Audio|Audio Components|Headphones,,,,,,,,,,,,,
303,OfficeDepot,3130666,Technology|Audio|Headphones|On-Ear Headphones,151152,Electronics|Audio|Audio Components|Headphones,,,,,,,,,,,,,
303,OfficeDepot,3130667,Technology|Audio|Headphones|Over-The-Ear Headphones,151152,Electronics|Audio|Audio Components|Headphones,,,,,,,,,,,,,
303,OfficeDepot,3131637,Technology|Audio|Headphones|Wireless Headphones,151152,Electronics|Audio|Audio Components|Headphones,,,,,,,,,,,,,
303,OfficeDepot,3131634,Technology|Audio|Audio Accessories & Media|FM Transmitters & Receivers,151151,Electronics|Audio|Audio Components|Audio Transmitters|FM Transmitters,,,,,,,,,,,,,
303,OfficeDepot,3130671,Technology|Audio|Audio Accessories & Media|AV Receivers & Amplifiers,151142,Electronics|Audio|Audio Components,far,,,,,,,,,,,,
303,OfficeDepot,3130717,Technology|TVs & Home Theater|Satellite Radios & Accessories|Satellite Radio Accessories,151139,Electronics|Audio|Audio Accessories|Satellite Radio Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131635,"Technology|Audio|Audio Accessories & Media|iPod & MP3 Cases, Skins & Clips",151136,Electronics|Audio|Audio Accessories|MP3 Player Accessories|MP3 Player Cases,,,,,,,,,,,,,
303,OfficeDepot,3131636,Technology|Audio|Audio Accessories & Media|iPod & MP3 Faceplates,151136,Electronics|Audio|Audio Accessories|MP3 Player Accessories|MP3 Player Cases,near,,,,,,,,,,,,
303,OfficeDepot,3129889,Technology|TVs & Home Theater|Mobile Accessories|iPod/MP3/MP4 Miscellaneous Accessories,151135,Electronics|Audio|Audio Accessories|MP3 Player Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130662,Technology|Audio|Audio Accessories & Media,151130,Electronics|Audio|Audio Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131310,Technology|Audio|Docks & Radios|Chargers & Docking Stations,151130,Electronics|Audio|Audio Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130661,Technology|Audio,151129,Electronics|Audio,,,,,,,,,,,,,
303,OfficeDepot,3131304,Technology|Audio|Home Audio,151129,Electronics|Audio,,,,,,,,,,,,,
303,OfficeDepot,3129932,Technology|Cameras & Camcorders|Binoculars/Optics,151079,Cameras & Optics|Optics,,,,,,,,,,,,,
303,OfficeDepot,3129933,Technology|Cameras & Camcorders|Binoculars/Optics|Binoculars/Optics,151079,Cameras & Optics|Optics,,,,,,,,,,,,,
303,OfficeDepot,3129983,Technology|Computer & Tablet Accessories|Webcams,151078,Cameras & Optics|Cameras|Webcams,,,,,,,,,,,,,
303,OfficeDepot,3129984,Technology|Computer & Tablet Accessories|Webcams|Webcams,151078,Cameras & Optics|Cameras|Webcams,,,,,,,,,,,,,
303,OfficeDepot,3129936,Technology|Cameras & Camcorders|Camcorders,151077,Cameras & Optics|Cameras|Video Cameras,near,,,,,,,,,,,,
303,OfficeDepot,3129938,Technology|Cameras & Camcorders|Camcorders|Action Cameras,151077,Cameras & Optics|Cameras|Video Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129937,Technology|Cameras & Camcorders|Camcorders|Flash Memory Camcorders,151077,Cameras & Optics|Cameras|Video Cameras,far,,,,,,,,,,,,
303,OfficeDepot,3129956,Technology|Cameras & Camcorders|Security Cameras & Surveillance,151074,Cameras & Optics|Cameras|Surveillance Cameras,,,,,,,,,,,,,
303,OfficeDepot,3130185,Technology|Cameras & Camcorders|Security Cameras & Surveillance|Security Camera Bundles,151074,Cameras & Optics|Cameras|Surveillance Cameras,near,,,,,,,,,,,,
303,OfficeDepot,3129957,Technology|Cameras & Camcorders|Security Cameras & Surveillance|Security Cameras,151074,Cameras & Optics|Cameras|Surveillance Cameras,near,,,,,,,,,,,,
303,OfficeDepot,3130208,Technology|Cameras & Camcorders|Digital Cameras|Disposable Cameras,151071,Cameras & Optics|Cameras|Disposable Cameras,,,,,,,,,,,,,
303,OfficeDepot,3131586,Technology|Cameras & Camcorders|Digital Cameras|Mirrorless Cameras,151070,Cameras & Optics|Cameras|Digital Cameras|Mirrorless System Digital Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129947,Technology|Cameras & Camcorders|Digital Cameras|DSLR Cameras,151069,Cameras & Optics|Cameras|Digital Cameras|Digital SLRs,far,,,,,,,,,,,,
303,OfficeDepot,3129948,Technology|Cameras & Camcorders|Digital Cameras|Point & Shoot Cameras,151068,Cameras & Optics|Cameras|Digital Cameras|Digital Point & Shoot Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129946,Technology|Cameras & Camcorders|Digital Cameras,151067,Cameras & Optics|Cameras|Digital Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129931,Technology|Cameras & Camcorders,151066,Cameras & Optics|Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129942,Technology|Cameras & Camcorders|Camera Accessories|Camera Kits,151066,Cameras & Optics|Cameras,,,,,,,,,,,,,
303,OfficeDepot,3129934,Technology|Cameras & Camcorders|Camcorder Accessories,151062,Cameras & Optics|Camera & Optic Accessories|Video Camera Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130569,Technology|Cameras & Camcorders|Camcorder Accessories|Camcorder Attachments,151062,Cameras & Optics|Camera & Optic Accessories|Video Camera Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129935,"Technology|Cameras & Camcorders|Camcorder Accessories|Camcorder Chargers, Docking Stations & Adapters",151062,Cameras & Optics|Camera & Optic Accessories|Video Camera Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3129945,Technology|Cameras & Camcorders|Camera Accessories|Tripods,151061,Cameras & Optics|Camera & Optic Accessories|Tripods & Monopods,,,,,,,,,,,,,
303,OfficeDepot,3130668,Technology|Cameras & Camcorders|Camera Accessories|Camera Film,151040,Cameras & Optics|Camera & Optic Accessories|Camera Accessories|Camera Film,,,,,,,,,,,,,
303,OfficeDepot,3129940,"Technology|Cameras & Camcorders|Camera Accessories|Camera Bags, Cases & Skins",151039,Cameras & Optics|Camera & Optic Accessories|Camera Accessories|Camera Bags,,,,,,,,,,,,,
303,OfficeDepot,3129939,Technology|Cameras & Camcorders|Camera Accessories,151038,Cameras & Optics|Camera & Optic Accessories|Camera Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130570,Technology|Cameras & Camcorders|Camera Accessories|Camera Attachments,151038,Cameras & Optics|Camera & Optic Accessories|Camera Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129943,Technology|Cameras & Camcorders|Camera Accessories|Lenses & Flash,151038,Cameras & Optics|Camera & Optic Accessories|Camera Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3130677,Technology|Cameras & Camcorders|Security Cameras & Surveillance|Security Camera & Surveillance Accessories,151033,Cameras & Optics|Camera & Optic Accessories|Camera & Optic Lens Accessories|Surveillance Camera Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131233,Technology|Monitors|Digital Signage,151003,Business & Industrial|Signage|Electronic Signs,far,,,,,,,,,,,,
303,OfficeDepot,3131547,Technology|Office Machines|Point Of Sale (POS) Systems|Signature Pads,150969,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment|Signature Capture Pads,,,,,,,,,,,,,
303,OfficeDepot,3131540,Technology|Office Machines|Cash Registers & Supplies,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,,,,,,,,,,,,,
303,OfficeDepot,3131541,Technology|Office Machines|Cash Registers & Supplies|Cash Register Supplies,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,near,,,,,,,,,,,,
303,OfficeDepot,3131542,Technology|Office Machines|Cash Registers & Supplies|Electronic Cash Registers,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,near,,,,,,,,,,,,
303,OfficeDepot,3131543,Technology|Office Machines|Point Of Sale (POS) Systems,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,far,,,,,,,,,,,,
303,OfficeDepot,3131544,Technology|Office Machines|Point Of Sale (POS) Systems|Point Of Sale (POS) Keyboards,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,far,,,,,,,,,,,,
303,OfficeDepot,3131545,Technology|Office Machines|Point Of Sale (POS) Systems|Point Of Sale (POS) Terminal Accessories,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,far,,,,,,,,,,,,
303,OfficeDepot,3131546,Technology|Office Machines|Point Of Sale (POS) Systems|Point Of Sale (POS) Terminals,150966,Business & Industrial|Retail|Money Handling|Cash Registers & POS Equipment,far,,,,,,,,,,,,
303,OfficeDepot,3128726,Office Supplies|Promotional Products|Technology,-10,Unmapped SKUs|All|Misc. Uncategorized,far,,,,,,,,,,,,
303,OfficeDepot,3131793,Technology,-10,Unmapped SKUs|All|Misc. Uncategorized,far,,,,,,,,,,,,
303,OfficeDepot,3130721,Technology|Wearable Technology,-10,Unmapped SKUs|All|Misc. Uncategorized,far,,,,,,,,,,,,
303,OfficeDepot,3130130,Technology|Warranties & Services,-13,Unmapped SKUs|All|Warranties/Service,,,,,,,,,,,,,
303,OfficeDepot,3130131,Technology|Warranties & Services|Product Installation/Optimization Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
303,OfficeDepot,3130132,Technology|Warranties & Services|Product Installation/Optimization Services|Product Installation/Optimization Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
303,OfficeDepot,3130133,Technology|Warranties & Services|Recycling Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
303,OfficeDepot,3130134,Technology|Warranties & Services|Recycling Services|Recycling Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
303,OfficeDepot,3130135,Technology|Warranties & Services|Tech Depot Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
303,OfficeDepot,3130136,Technology|Warranties & Services|Tech Depot Services|Data Services,-13,Unmapped SKUs|All|Warranties/Service,near,,,,,,,,,,,,
