clientid,name,Publisher taxonomyid,Publisher taxonomytext,globaltaxonomyid,Global taxonomytext,dist,,total:,673,,accurate:,423,,near:,123,,far:,127
303,OfficeDepot,3129707,Technology|Office Machines|Projector Accessories|Projector Cases,151517,Electronics|Video|Video Accessories|Projector Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129710,Technology|Office Machines|Projector Accessories|Projector Parts,151517,Electronics|Video|Video Accessories|Projector Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129711,Technology|Office Machines|Projector Accessories|Projector Remotes,151517,Electronics|Video|Video Accessories|Projector Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129667,Technology|TVs & Home Theater|Television & Video Accessories|3-D Glasses,151514,Electronics|Video|Video Accessories|3D Glasses,,,,,,,,,,,,,
303,OfficeDepot,3129890,Technology|TVs & Home Theater|Television & Video Accessories,151513,Electronics|Video|Video Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130561,Technology|TVs & Home Theater|Television & Video Accessories|Presentation Kits (TV/Video),151513,Electronics|Video|Video Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130562,Technology|TVs & Home Theater|Television & Video Accessories|Switchboxes,151513,Electronics|Video|Video Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3131553,Technology|TVs & Home Theater|TVs|3-D TVs,151510,Electronics|Video|Televisions|Flat Panel Televisions,far,,,,,,,,,,,,
303,OfficeDepot,3129894,Technology|TVs & Home Theater|TVs|LED TVs,151510,Electronics|Video|Televisions|Flat Panel Televisions,far,,,,,,,,,,,,
303,OfficeDepot,3129893,Technology|TVs & Home Theater|TVs,151508,Electronics|Video|Televisions,far,,,,,,,,,,,,
303,OfficeDepot,3130851,Technology|TVs & Home Theater|Video Equipment|TV/VCR & TV/DVD Combos,151508,Electronics|Video|Televisions,far,,,,,,,,,,,,
303,OfficeDepot,3129716,Technology|Networking & Cables|Cable Boxes,151506,Electronics|Video|Satellite & Cable TV|Cable TV Receivers,,,,,,,,,,,,,
303,OfficeDepot,3129717,Technology|Networking & Cables|Cable Boxes|Cable Boxes,151506,Electronics|Video|Satellite & Cable TV|Cable TV Receivers,,,,,,,,,,,,,
303,OfficeDepot,3129713,Technology|Office Machines|Projectors,151501,Electronics|Video|Projectors,,,,,,,,,,,,,
303,OfficeDepot,3129714,Technology|Office Machines|Projectors|Projectors,151501,Electronics|Video|Projectors,,,,,,,,,,,,,
303,OfficeDepot,3131231,Technology|Monitors,151500,Electronics|Video|Computer Monitors,,,,,,,,,,,,,
303,OfficeDepot,3131236,Technology|Monitors|Computer Monitors,151500,Electronics|Video|Computer Monitors,,,,,,,,,,,,,
303,OfficeDepot,3129884,Technology|TVs & Home Theater,151499,Electronics|Video,far,,,,,,,,,,,,
303,OfficeDepot,3130181,Technology|TVs & Home Theater|Home Video,151499,Electronics|Video,,,,,,,,,,,,,
303,OfficeDepot,3130182,Technology|TVs & Home Theater|Home Video|Home Video,151499,Electronics|Video,,,,,,,,,,,,,
303,OfficeDepot,3129675,Technology|Office Machines|Scanners|Scanner Accessories,151497,"Electronics|Print, Copy, Scan & Fax Accessories|Scanner Accessories",,,,,,,,,,,,,
303,OfficeDepot,3129684,Technology|Printer Accessories|Printer Trays & Drawers,151496,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Trays",,,,,,,,,,,,,
303,OfficeDepot,3129685,Technology|Printer Accessories|Printer Trays & Drawers|Printer Trays & Drawers,151496,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Trays",,,,,,,,,,,,,
303,OfficeDepot,3130028,"Technology|Ink, Toner & Ribbons",151489,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Consumables|Toner & Inkjet Cartridges",far,,,,,,,,,,,,
303,OfficeDepot,3130029,"Technology|Ink, Toner & Ribbons|Ink, Toner & Ribbons",151489,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Consumables|Toner & Inkjet Cartridges",far,,,,,,,,,,,,
303,OfficeDepot,3130030,"Technology|Ink, Toner & Ribbons|Ink, Toner & Ribbons|Ink, Toner & Ribbons",151489,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Consumables|Toner & Inkjet Cartridges",far,,,,,,,,,,,,
303,OfficeDepot,3130098,Technology|Office Machines|Typewriters|Correction Ribbons & Lift-Off Tapes,151487,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Consumables|Printer Ribbons",,,,,,,,,,,,,
303,OfficeDepot,3130099,Technology|Office Machines|Typewriters|Typewriter Ribbons & Printwheels,151487,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories|Printer Consumables|Printer Ribbons",,,,,,,,,,,,,
303,OfficeDepot,3129677,Technology|Printer Accessories,151484,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories",,,,,,,,,,,,,
303,OfficeDepot,3129680,Technology|Printer Accessories|Printer Carrying Cases,151484,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories",near,,,,,,,,,,,,
303,OfficeDepot,3129681,Technology|Printer Accessories|Printer Carrying Cases|Printer Carrying Cases,151484,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories",near,,,,,,,,,,,,
303,OfficeDepot,3129682,Technology|Printer Accessories|Printer Parts,151484,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories",near,,,,,,,,,,,,
303,OfficeDepot,3129683,Technology|Printer Accessories|Printer Parts|Printer Parts,151484,"Electronics|Print, Copy, Scan & Fax Accessories|Printer Accessories",near,,,,,,,,,,,,
303,OfficeDepot,3129674,Technology|Office Machines|Scanners,151482,"Electronics|Print, Copy, Scan & Fax|Scanners",,,,,,,,,,,,,
303,OfficeDepot,3129676,Technology|Office Machines|Scanners|Scanners,151482,"Electronics|Print, Copy, Scan & Fax|Scanners",,,,,,,,,,,,,
303,OfficeDepot,3131345,Technology|Printers|Laser Printers,151480,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers|Laser Printers",,,,,,,,,,,,,
303,OfficeDepot,3131344,Technology|Printers|Inkjet Printers,151479,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers|Inkjet Printers",,,,,,,,,,,,,
303,OfficeDepot,3131343,Technology|Printers|Dot Matrix Printers,151478,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers|Dot Matrix Printers",,,,,,,,,,,,,
303,OfficeDepot,3131340,Technology|Printers,151477,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers",,,,,,,,,,,,,
303,OfficeDepot,3131341,Technology|Printers|3D Printers,151477,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers",,,,,,,,,,,,,
303,OfficeDepot,3131342,Technology|Printers|All-In-One Printers,151477,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers",,,,,,,,,,,,,
303,OfficeDepot,3131346,Technology|Printers|Thermal Printers,151477,"Electronics|Print, Copy, Scan & Fax|Printers & Copiers|Printers",,,,,,,,,,,,,
303,OfficeDepot,3129672,Technology|Office Machines|Fax Machines,151474,"Electronics|Print, Copy, Scan & Fax|Fax Machines",,,,,,,,,,,,,
303,OfficeDepot,3129673,Technology|Office Machines|Fax Machines|Fax Machines,151474,"Electronics|Print, Copy, Scan & Fax|Fax Machines",,,,,,,,,,,,,
303,OfficeDepot,3130193,Technology|Networking & Cables|Networking Transceivers & Converters,151472,Electronics|Networking|Repeaters & Transceivers,,,,,,,,,,,,,
303,OfficeDepot,3130194,Technology|Networking & Cables|Networking Transceivers & Converters|Networking Transceivers & Converters,151472,Electronics|Networking|Repeaters & Transceivers,,,,,,,,,,,,,
303,OfficeDepot,3129670,Technology|Networking & Cables|Print Servers,151471,Electronics|Networking|Print Servers,,,,,,,,,,,,,
303,OfficeDepot,3129671,Technology|Networking & Cables|Print Servers|Print Servers,151471,Electronics|Networking|Print Servers,,,,,,,,,,,,,
303,OfficeDepot,3130051,Technology|Networking & Cables|Security Hardware,151469,Electronics|Networking|Network Security & Firewall Devices,,,,,,,,,,,,,
303,OfficeDepot,3130052,Technology|Networking & Cables|Security Hardware|Firewall,151469,Electronics|Networking|Network Security & Firewall Devices,,,,,,,,,,,,,
303,OfficeDepot,3130766,Technology|Networking & Cables|Security Hardware|Security Tokens,151469,Electronics|Networking|Network Security & Firewall Devices,,,,,,,,,,,,,
303,OfficeDepot,3130043,Technology|Networking & Cables|Modems,151466,Electronics|Networking|Modems,,,,,,,,,,,,,
303,OfficeDepot,3130044,Technology|Networking & Cables|Modems|Analog Modems,151466,Electronics|Networking|Modems,,,,,,,,,,,,,
303,OfficeDepot,3130045,Technology|Networking & Cables|Modems|Cable Modems,151466,Electronics|Networking|Modems,,,,,,,,,,,,,
303,OfficeDepot,3130577,Technology|Networking & Cables|Modems|DSL Modems,151466,Electronics|Networking|Modems,,,,,,,,,,,,,
303,OfficeDepot,3129661,Technology|Networking & Cables|Modems|Radio Modems,151466,Electronics|Networking|Modems,,,,,,,,,,,,,
303,OfficeDepot,3130578,Technology|Networking & Cables|Modems|Modem Accessories,151465,Electronics|Networking|Modem Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130048,Technology|Networking & Cables|Network Switches & Hubs,151463,Electronics|Networking|Hubs & Switches,,,,,,,,,,,,,
303,OfficeDepot,3130049,Technology|Networking & Cables|Network Switches & Hubs|Managed Switches,151463,Electronics|Networking|Hubs & Switches,,,,,,,,,,,,,
303,OfficeDepot,3130580,Technology|Networking & Cables|Network Switches & Hubs|Network Hubs,151463,Electronics|Networking|Hubs & Switches,far,,,,,,,,,,,,
303,OfficeDepot,3130050,Technology|Networking & Cables|Network Switches & Hubs|Unmanaged Switches,151463,Electronics|Networking|Hubs & Switches,,,,,,,,,,,,,
303,OfficeDepot,3130064,Technology|Networking & Cables|Wireless Networking|Wireless Routers,151461,Electronics|Networking|Bridges & Routers|Wireless Routers,,,,,,,,,,,,,
303,OfficeDepot,3130060,Technology|Networking & Cables|Wireless Networking|Wireless Access Points,151460,Electronics|Networking|Bridges & Routers|Wireless Access Points,,,,,,,,,,,,,
303,OfficeDepot,3130122,"Technology|Phones & Accessories|Phone Accessories|Phone Couplers, Adapters & Routers",151459,Electronics|Networking|Bridges & Routers|VoIP Gateways & Routers,near,,,,,,,,,,,,
303,OfficeDepot,3130842,Technology|Phones & Accessories|Telecom Gateways & Routers,151459,Electronics|Networking|Bridges & Routers|VoIP Gateways & Routers,,,,,,,,,,,,,
303,OfficeDepot,3130843,Technology|Phones & Accessories|Telecom Gateways & Routers|Telecom Gateways & Routers,151459,Electronics|Networking|Bridges & Routers|VoIP Gateways & Routers,,,,,,,,,,,,,
303,OfficeDepot,3130062,Technology|Networking & Cables|Wireless Networking|Wireless Antennas,151458,Electronics|Networking|Bridges & Routers|Network Extenders|Wireless Network Extenders,,,,,,,,,,,,,
303,OfficeDepot,3130063,Technology|Networking & Cables|Wireless Networking|Wireless Bridges,151456,Electronics|Networking|Bridges & Routers|Network Bridges|Wireless Bridges,,,,,,,,,,,,,
303,OfficeDepot,3130055,Technology|Networking & Cables|Wired Adapters & Routers,151454,Electronics|Networking|Bridges & Routers,near,,,,,,,,,,,,
303,OfficeDepot,3130056,Technology|Networking & Cables|Wired Adapters & Routers|Wired Adapters,151454,Electronics|Networking|Bridges & Routers,far,,,,,,,,,,,,
303,OfficeDepot,3130057,Technology|Networking & Cables|Wired Adapters & Routers|Wired Routers,151454,Electronics|Networking|Bridges & Routers,near,,,,,,,,,,,,
303,OfficeDepot,3130031,Technology|Networking & Cables,151453,Electronics|Networking,,,,,,,,,,,,,
303,OfficeDepot,3131371,Technology|Networking & Cables|Cables|Networking Tools,151453,Electronics|Networking,,,,,,,,,,,,,
303,OfficeDepot,3130046,Technology|Networking & Cables|Network Drive Conversion Kits,151453,Electronics|Networking,near,,,,,,,,,,,,
303,OfficeDepot,3130047,Technology|Networking & Cables|Network Drive Conversion Kits|Network Drive Conversion Kits,151453,Electronics|Networking,near,,,,,,,,,,,,
303,OfficeDepot,3131881,Technology|Networking & Cables|Patch Panels,151453,Electronics|Networking,far,,,,,,,,,,,,
303,OfficeDepot,3131882,Technology|Networking & Cables|Patch Panels|Patch Panels,151453,Electronics|Networking,far,,,,,,,,,,,,
303,OfficeDepot,3130058,Technology|Networking & Cables|Wireless Networking,151453,Electronics|Networking,,,,,,,,,,,,,
303,OfficeDepot,3130059,Technology|Networking & Cables|Wireless Networking|Bluetooth,151453,Electronics|Networking,far,,,,,,,,,,,,
303,OfficeDepot,3130061,Technology|Networking & Cables|Wireless Networking|Wireless Adapters,151453,Electronics|Networking,far,,,,,,,,,,,,
303,OfficeDepot,3130581,Technology|Networking & Cables|Wireless Networking|Wireless Networking Accessories,151453,Electronics|Networking,,,,,,,,,,,,,
303,OfficeDepot,3130798,Technology|Car & Outdoor|GPS Accessories,151446,Electronics|GPS Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130799,Technology|Car & Outdoor|GPS Accessories|GPS Accessories,151446,Electronics|GPS Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129885,Technology|TVs & Home Theater|GPS Accessories,151446,Electronics|GPS Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129886,Technology|TVs & Home Theater|GPS Accessories|GPS Chargers & Adapters,151446,Electronics|GPS Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130831,Technology|Car & Outdoor|GPS Devices|Outdoor GPS,151445,Electronics|GPS|Sport GPS,near,,,,,,,,,,,,
303,OfficeDepot,3131281,Technology|Wearable Technology|Portable GPS,151445,Electronics|GPS|Sport GPS,,,,,,,,,,,,,
303,OfficeDepot,3131282,Technology|Wearable Technology|Portable GPS|Portable GPS,151445,Electronics|GPS|Sport GPS,,,,,,,,,,,,,
303,OfficeDepot,3130801,Technology|Car & Outdoor|GPS Devices|Vehicle GPS,151443,Electronics|GPS|Automotive GPS,far,,,,,,,,,,,,
303,OfficeDepot,3130800,Technology|Car & Outdoor|GPS Devices,151442,Electronics|GPS,,,,,,,,,,,,,
303,OfficeDepot,3130566,Technology|TVs & Home Theater|Television & Video Accessories|TV Universal Remotes,151440,Electronics|Electronics Accessories|Remote Controls,far,,,,,,,,,,,,
303,OfficeDepot,3129977,Technology|Computer & Tablet Accessories|Power & Surge Protectors,151437,Electronics|Electronics Accessories|Power|Power Strips & Surge Suppressors,,,,,,,,,,,,,
303,OfficeDepot,3129979,Technology|Computer & Tablet Accessories|Power & Surge Protectors|Power & Surge Strips,151437,Electronics|Electronics Accessories|Power|Power Strips & Surge Suppressors,,,,,,,,,,,,,
303,OfficeDepot,3129919,Technology|Batteries & Power Protection|Power Inverters,151435,Electronics|Electronics Accessories|Power|Power Adapters|Power Inverters,,,,,,,,,,,,,
303,OfficeDepot,3129920,Technology|Batteries & Power Protection|Power Inverters|Power Inverters,151435,Electronics|Electronics Accessories|Power|Power Adapters|Power Inverters,,,,,,,,,,,,,
303,OfficeDepot,3129973,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Chargers & Power Adapters,151433,Electronics|Electronics Accessories|Power|Power Adapters|Laptop Power Adapters,,,,,,,,,,,,,
303,OfficeDepot,3131812,Private Brand|Computer & Tablet Accessories|Tablet Accessories|Tablet Chargers & Adapters,151431,Electronics|Electronics Accessories|Power|Chargers|Tablet Computer Chargers,,,,,,,,,,,,,
303,OfficeDepot,3131690,Technology|Computer & Tablet Accessories|Accessories for iPad|Chargers & Adapters for iPad,151431,Electronics|Electronics Accessories|Power|Chargers|Tablet Computer Chargers,near,,,,,,,,,,,,
303,OfficeDepot,3130209,Technology|Computer & Tablet Accessories|Tablet Accessories|Tablet Chargers & Adapters,151431,Electronics|Electronics Accessories|Power|Chargers|Tablet Computer Chargers,,,,,,,,,,,,,
303,OfficeDepot,3130116,Technology|Phones & Accessories|PDA Accessories|PDA Chargers,151429,Electronics|Electronics Accessories|Power|Chargers|PDA Chargers,,,,,,,,,,,,,
303,OfficeDepot,3130105,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Chargers & Adapters,151428,Electronics|Electronics Accessories|Power|Chargers|Mobile Phone Chargers,,,,,,,,,,,,,
303,OfficeDepot,3129888,Technology|TVs & Home Theater|Mobile Accessories|iPod/MP3/MP4 Cables & Adapters,151427,Electronics|Electronics Accessories|Power|Chargers|MP3 Player Chargers,,,,,,,,,,,,,
303,OfficeDepot,3129941,"Technology|Cameras & Camcorders|Camera Accessories|Camera Chargers, Docking Stations & Adapters",151425,Electronics|Electronics Accessories|Power|Chargers|Camera Battery Chargers,,,,,,,,,,,,,
303,OfficeDepot,3129913,Technology|Batteries & Power Protection|Chargers & Adapters,151424,Electronics|Electronics Accessories|Power|Chargers,,,,,,,,,,,,,
303,OfficeDepot,3129914,Technology|Batteries & Power Protection|Chargers & Adapters|Chargers & Adapters,151424,Electronics|Electronics Accessories|Power|Chargers,,,,,,,,,,,,,
303,OfficeDepot,3129926,Technology|Batteries & Power Protection|UPS/Battery Backup,151423,Electronics|Electronics Accessories|Power|Battery Backups,,,,,,,,,,,,,
303,OfficeDepot,3129927,Technology|Batteries & Power Protection|UPS/Battery Backup|Rack-Mounted UPS,151423,Electronics|Electronics Accessories|Power|Battery Backups,far,,,,,,,,,,,,
303,OfficeDepot,3129928,Technology|Batteries & Power Protection|UPS/Battery Backup|Standalone UPS,151423,Electronics|Electronics Accessories|Power|Battery Backups,far,,,,,,,,,,,,
303,OfficeDepot,3130183,Technology|Batteries & Power Protection|UPS/Battery Backup Accessories,151422,Electronics|Electronics Accessories|Power|Battery Backup Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130184,Technology|Batteries & Power Protection|UPS/Battery Backup Accessories|UPS/Battery Backup Accessories,151422,Electronics|Electronics Accessories|Power|Battery Backup Accessories,,,,,,,,,,,,,
303,OfficeDepot,3129899,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Camcorder Batteries,151421,Electronics|Electronics Accessories|Power|Batteries|Video Camera Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129904,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|PDA Batteries,151420,Electronics|Electronics Accessories|Power|Batteries|PDA Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129906,Technology|Batteries & Power Protection|Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129907,Technology|Batteries & Power Protection|Alkaline Batteries|6-Volt Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129908,Technology|Batteries & Power Protection|Alkaline Batteries|9-Volt Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129909,Technology|Batteries & Power Protection|Alkaline Batteries|AA Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129910,Technology|Batteries & Power Protection|Alkaline Batteries|AAA Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129911,Technology|Batteries & Power Protection|Alkaline Batteries|AAAA Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129912,Technology|Batteries & Power Protection|Alkaline Batteries|C & D Alkaline Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129917,Technology|Batteries & Power Protection|Lithium Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129918,Technology|Batteries & Power Protection|Lithium Batteries|Lithium Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129921,Technology|Batteries & Power Protection|Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3130712,Technology|Batteries & Power Protection|Rechargeable Batteries|6-Volt Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129922,Technology|Batteries & Power Protection|Rechargeable Batteries|9-Volt Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129923,Technology|Batteries & Power Protection|Rechargeable Batteries|AA Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129924,Technology|Batteries & Power Protection|Rechargeable Batteries|AAA Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129925,Technology|Batteries & Power Protection|Rechargeable Batteries|C & D Rechargeable Batteries,151419,Electronics|Electronics Accessories|Power|Batteries|Multipurpose Batteries,near,,,,,,,,,,,,
303,OfficeDepot,3129901,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Cell Phone Batteries,151418,Electronics|Electronics Accessories|Power|Batteries|Mobile Phone Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129915,Technology|Batteries & Power Protection|Laptop Replacement Batteries,151417,Electronics|Electronics Accessories|Power|Batteries|Laptop Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129916,Technology|Batteries & Power Protection|Laptop Replacement Batteries|Laptop Replacement Batteries,151417,Electronics|Electronics Accessories|Power|Batteries|Laptop Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129902,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Cordless Phone Batteries,151416,Electronics|Electronics Accessories|Power|Batteries|Cordless Phone Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129900,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Camera Batteries,151415,Electronics|Electronics Accessories|Power|Batteries|Camera Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129898,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video),151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129903,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|iPod/MP3/MP4 Player Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130745,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Portable DVD Player Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129905,Technology|Batteries & Power Protection|A/V Batteries (Audio & Video)|Two-Way Radio Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130860,Technology|Batteries & Power Protection|Hearing Aid Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130861,Technology|Batteries & Power Protection|Hearing Aid Batteries|Hearing Aid Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130195,Technology|Batteries & Power Protection|Miscellaneous Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130196,Technology|Batteries & Power Protection|Miscellaneous Batteries|Miscellaneous Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130746,Technology|Batteries & Power Protection|Power Tool Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3130747,Technology|Batteries & Power Protection|Power Tool Batteries|Power Tool Batteries,151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129929,"Technology|Batteries & Power Protection|Watch, Calculator & Specialty Batteries",151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129930,"Technology|Batteries & Power Protection|Watch, Calculator & Specialty Batteries|Watch, Calculator & Specialty Batteries",151414,Electronics|Electronics Accessories|Power|Batteries,,,,,,,,,,,,,
303,OfficeDepot,3129897,Technology|Batteries & Power Protection,151413,Electronics|Electronics Accessories|Power,,,,,,,,,,,,,
303,OfficeDepot,3130567,Technology|Batteries & Power Protection|Portable Printer Batteries & Chargers,151413,Electronics|Electronics Accessories|Power,near,,,,,,,,,,,,
303,OfficeDepot,3130568,Technology|Batteries & Power Protection|Portable Printer Batteries & Chargers|Portable Printer Batteries & Chargers,151413,Electronics|Electronics Accessories|Power,near,,,,,,,,,,,,
303,OfficeDepot,3129993,Technology|Computer Parts & Upgrades|Memory|Desktop Computer Memory,151408,Electronics|Electronics Accessories|Memory|RAM,near,,,,,,,,,,,,
303,OfficeDepot,3129994,Technology|Computer Parts & Upgrades|Memory|Laptop Memory,151408,Electronics|Electronics Accessories|Memory|RAM,far,,,,,,,,,,,,
303,OfficeDepot,3131121,Technology|Computer Parts & Upgrades|Memory|Netbook Memory,151408,Electronics|Electronics Accessories|Memory|RAM,far,,,,,,,,,,,,
303,OfficeDepot,3130713,Technology|Computer Parts & Upgrades|Memory|Network Memory,151408,Electronics|Electronics Accessories|Memory|RAM,far,,,,,,,,,,,,
303,OfficeDepot,3129995,Technology|Computer Parts & Upgrades|Memory|Printer Memory,151408,Electronics|Electronics Accessories|Memory|RAM,near,,,,,,,,,,,,
303,OfficeDepot,3130202,Technology|Computer Parts & Upgrades|Memory|Workstation Memory,151408,Electronics|Electronics Accessories|Memory|RAM,far,,,,,,,,,,,,
303,OfficeDepot,3129998,Technology|Computer Parts & Upgrades|Server Memory,151408,Electronics|Electronics Accessories|Memory|RAM,near,,,,,,,,,,,,
303,OfficeDepot,3129999,Technology|Computer Parts & Upgrades|Server Memory|Server Memory,151408,Electronics|Electronics Accessories|Memory|RAM,near,,,,,,,,,,,,
303,OfficeDepot,3129952,Technology|Cameras & Camcorders|Memory Cards & Memory Card Readers|Compact Flash Memory Cards,151407,Electronics|Electronics Accessories|Memory|Flash Memory|Flash Memory Cards,,,,,,,,,,,,,
303,OfficeDepot,3129955,Technology|Cameras & Camcorders|Memory Cards & Memory Card Readers|Secure Digital & Micro SD Memory Cards,151407,Electronics|Electronics Accessories|Memory|Flash Memory|Flash Memory Cards,,,,,,,,,,,,,
303,OfficeDepot,3130594,Technology|Computer Parts & Upgrades|Memory|Cache Memory,151405,Electronics|Electronics Accessories|Memory|Cache Memory,,,,,,,,,,,,,
303,OfficeDepot,3129951,Technology|Cameras & Camcorders|Memory Cards & Memory Card Readers,151404,Electronics|Electronics Accessories|Memory,,,,,,,,,,,,,
303,OfficeDepot,3129992,Technology|Computer Parts & Upgrades|Memory,151404,Electronics|Electronics Accessories|Memory,,,,,,,,,,,,,
303,OfficeDepot,3130203,Technology|Computer & Tablet Accessories|Tablet Accessories|Tablet Screen Protectors,151403,Electronics|Electronics Accessories|Electronics Films & Shields|Screen Protectors,,,,,,,,,,,,,
303,OfficeDepot,3130106,Technology|Phones & Accessories|Cell Phone Accessories|Cell Phone Screen Protectors,151403,Electronics|Electronics Accessories|Electronics Films & Shields|Screen Protectors,,,,,,,,,,,,,
303,OfficeDepot,3129976,Technology|Computer & Tablet Accessories|Laptop Accessories|Laptop Privacy Filters,151402,Electronics|Electronics Accessories|Electronics Films & Shields|Privacy Filters,,,,,,,,,,,,,
303,OfficeDepot,3131232,Technology|Monitors|Antiglare & Privacy Filters,151402,Electronics|Electronics Accessories|Electronics Films & Shields|Privacy Filters,,,,,,,,,,,,,
